CLAVE MONITOREO,CLAVE SITIO,NOMBRE DEL SITIO,CLAVE ACUÍFERO,ACUÍFERO,ORGANISMO CUENCA,ESTADO,MUNICIPIO,CUERPO DE AGUA,TIPO DE CUERPO DE AGUA,SUBTIPO CUERPO AGUA,LATITUD,LONGITUD,FECHA,Alk,Cond,Hard,TDS,Fe,Mn,F,FC,NO3N,As,Cd,Cr,Hg,Pb
OCPNO4577-221017,OCPNO4577,TABALA,2505,RIO SAN LORENZO,PACÍFICO NORTE,SINALOA,CULIACÁN,ACUÍFERO RIO SAN LORENZO,SUBTERRÁNEO,POZO,24.44365,-107.09189,2017-10-04,195.52,641.0,236.302,370.0,0.025,0.0161,0.3167,275.0,2.70783,0.01,0.003,0.005,0.0005,0.005
OCPNO4577-100618,OCPNO4577,TABALA,2505,RIO SAN LORENZO,PACÍFICO NORTE,SINALOA,CULIACÁN,ACUÍFERO RIO SAN LORENZO,SUBTERRÁNEO,POZO,24.44365,-107.09189,2018-04-27,191.7,526.0,197.142,328.0,0.025,0.0322,0.3687,10.0,2.600037,0.0107,0.003,0.005,0.0005,0.005
OCPNO4577-161218,OCPNO4577,TABALA,2505,RIO SAN LORENZO,PACÍFICO NORTE,SINALOA,CULIACÁN,ACUÍFERO RIO SAN LORENZO,SUBTERRÁNEO,POZO,24.44365,-107.09189,2018-12-15,204.92,544.0,178.9674,356.0,0.025,0.016,0.3188,31.0,2.632102,0.01,0.003,0.005,0.0005,0.005
OCPNO4577-130920,OCPNO4577,TABALA,2505,RIO SAN LORENZO,PACÍFICO NORTE,SINALOA,CULIACÁN,ACUÍFERO RIO SAN LORENZO,SUBTERRÁNEO,POZO,24.44365,-107.09189,2020-09-08,179.82,549.0,181.272,316.0,0.0266,0.0029,0.3377,10.0,3.510649,0.01,0.003,0.005,0.0005,0.005
OCPNO4595-300314,OCPNO4595,EL LIMONCITO,2506,RIO ELOTA,PACÍFICO NORTE,SINALOA,ELOTA,ACUÍFERO RIO ELOTA,SUBTERRÁNEO,POZO,23.93004,-106.77659,2014-03-24,190.9,452.0,122.0,270.0,0.201,0.0068,0.261,10.0,0.12,0.01,0.003,0.005,0.0005,0.005
OCPNO4595-120415,OCPNO4595,EL LIMONCITO,2506,RIO ELOTA,PACÍFICO NORTE,SINALOA,ELOTA,ACUÍFERO RIO ELOTA,SUBTERRÁNEO,POZO,23.93004,-106.77659,2015-04-14,189.2,406.0,176.01,272.0,0.025,0.0092,0.21807,1.0,0.112372,0.01,0.003,0.005,0.0005,0.005
OCPNO4595-130316,OCPNO4595,EL LIMONCITO,2506,RIO ELOTA,PACÍFICO NORTE,SINALOA,ELOTA,ACUÍFERO RIO ELOTA,SUBTERRÁNEO,POZO,23.93004,-106.77659,2016-03-11,199.98,703.0,272.45,456.0,0.0272,0.0015,0.287932,85.0,2.964299,0.01,0.003,0.0089,0.0005,0.005
OCPNO4595-100917,OCPNO4595,EL LIMONCITO,2506,RIO ELOTA,PACÍFICO NORTE,SINALOA,ELOTA,ACUÍFERO RIO ELOTA,SUBTERRÁNEO,POZO,23.93004,-106.77659,2017-09-06,192.425,972.0,216.3112,368.0,0.025,0.0015,0.2717,2481.0,3.09562,0.01,0.003,0.005,0.0005,0.005
OCPNO4595-150418,OCPNO4595,EL LIMONCITO,2506,RIO ELOTA,PACÍFICO NORTE,SINALOA,ELOTA,ACUÍFERO RIO ELOTA,SUBTERRÁNEO,POZO,23.93004,-106.77659,2018-04-12,236.17,981.0,301.568,524.0,0.0456,0.0015,0.2305,31.0,3.764206,0.01,0.003,0.005,0.0005,0.005
OCPNO4595-251118,OCPNO4595,EL LIMONCITO,2506,RIO ELOTA,PACÍFICO NORTE,SINALOA,ELOTA,ACUÍFERO RIO ELOTA,SUBTERRÁNEO,POZO,23.93004,-106.77659,2018-11-20,197.96,457.0,177.804,266.0,0.12093,0.01501,0.223,10.0,0.082878,0.01,0.003,0.005,0.0005,0.005
OCPNO4595-230619,OCPNO4595,EL LIMONCITO,2506,RIO ELOTA,PACÍFICO NORTE,SINALOA,ELOTA,ACUÍFERO RIO ELOTA,SUBTERRÁNEO,POZO,23.93004,-106.77659,2019-06-19,192.6,532.0,167.454,268.0,0.049,0.0034,0.2,10.0,0.02,0.01,0.003,0.005,0.0005,0.005
OCPNO4595-260720,OCPNO4595,EL LIMONCITO,2506,RIO ELOTA,PACÍFICO NORTE,SINALOA,ELOTA,ACUÍFERO RIO ELOTA,SUBTERRÁNEO,POZO,23.93004,-106.77659,2020-07-24,191.84,440.0,160.299,251.8,0.0765,0.0041,0.2279,10.0,0.107417,0.01,0.003,0.005,0.0005,0.005
OCPNO4596-300314,OCPNO4596,EL ROBLE,2506,RIO ELOTA,PACÍFICO NORTE,SINALOA,ELOTA,ACUÍFERO RIO ELOTA,SUBTERRÁNEO,POZO,23.92107,-106.81741,2014-03-24,207.1,480.0,144.0,306.0,0.286,0.0038,0.213,266.0,1.028,0.01,0.003,0.005,0.0005,0.005
OCPNO4596-120415,OCPNO4596,EL ROBLE,2506,RIO ELOTA,PACÍFICO NORTE,SINALOA,ELOTA,ACUÍFERO RIO ELOTA,SUBTERRÁNEO,POZO,23.92107,-106.81741,2015-04-14,203.5,435.0,202.61,288.0,0.025,0.0015,0.2,20.0,0.476272,0.01,0.003,0.005,0.0005,0.005
OCPNO4596-130316,OCPNO4596,EL ROBLE,2506,RIO ELOTA,PACÍFICO NORTE,SINALOA,ELOTA,ACUÍFERO RIO ELOTA,SUBTERRÁNEO,POZO,23.92107,-106.81741,2016-03-11,181.17,385.0,173.38,228.0,0.063,0.0015,0.211823,1.0,0.268379,0.01,0.003,0.0072,0.0005,0.005
OCPNO4596-100917,OCPNO4596,EL ROBLE,2506,RIO ELOTA,PACÍFICO NORTE,SINALOA,ELOTA,ACUÍFERO RIO ELOTA,SUBTERRÁNEO,POZO,23.92107,-106.81741,2017-09-06,194.575,475.0,173.8576,316.0,0.025,0.0015,0.2,41.0,2.04639,0.01,0.003,0.005,0.0005,0.005
OCPNO4596-150418,OCPNO4596,EL ROBLE,2506,RIO ELOTA,PACÍFICO NORTE,SINALOA,ELOTA,ACUÍFERO RIO ELOTA,SUBTERRÁNEO,POZO,23.92107,-106.81741,2018-04-12,201.685,481.0,165.8624,264.0,0.025,0.0015,0.2,228.0,1.054563,0.01,0.003,0.005,0.0005,0.005
OCPNO4596-251118,OCPNO4596,EL ROBLE,2506,RIO ELOTA,PACÍFICO NORTE,SINALOA,ELOTA,ACUÍFERO RIO ELOTA,SUBTERRÁNEO,POZO,23.92107,-106.81741,2018-11-20,197.96,483.0,187.682,292.0,0.05007,0.0015,0.2,10.0,2.179081,0.01,0.003,0.005,0.0005,0.005
OCPNO4596-230619,OCPNO4596,EL ROBLE,2506,RIO ELOTA,PACÍFICO NORTE,SINALOA,ELOTA,ACUÍFERO RIO ELOTA,SUBTERRÁNEO,POZO,23.92107,-106.81741,2019-06-19,200.09,507.0,183.3435,284.0,0.025,0.0015,0.2,10.0,2.279649,0.01,0.003,0.005,0.0005,0.005
OCPNO4596-260720,OCPNO4596,EL ROBLE,2506,RIO ELOTA,PACÍFICO NORTE,SINALOA,ELOTA,ACUÍFERO RIO ELOTA,SUBTERRÁNEO,POZO,23.92107,-106.81741,2020-07-24,213.64,564.0,207.795,310.8,0.0563,0.0015,0.2,345.0,2.891329,0.01,0.003,0.005,0.0005,0.005
OCPNO4599-300314,OCPNO4599,EJIDO LA CRUZ,2506,RIO ELOTA,PACÍFICO NORTE,SINALOA,ELOTA,ACUÍFERO RIO ELOTA,SUBTERRÁNEO,POZO,23.89952,-106.92464,2014-03-24,292.9,824.0,170.0,492.0,0.219,0.0646,0.313,31.0,1.386,0.01,0.003,0.005,0.0005,0.005
OCPNO4599-120415,OCPNO4599,EJIDO LA CRUZ,2506,RIO ELOTA,PACÍFICO NORTE,SINALOA,ELOTA,ACUÍFERO RIO ELOTA,SUBTERRÁNEO,POZO,23.89952,-106.92464,2015-04-14,294.35,790.0,253.78,516.0,0.025,0.0065,0.282268,1.0,0.039971,0.01,0.003,0.005,0.0005,0.005
OCPNO4599-130316,OCPNO4599,EJIDO LA CRUZ,2506,RIO ELOTA,PACÍFICO NORTE,SINALOA,ELOTA,ACUÍFERO RIO ELOTA,SUBTERRÁNEO,POZO,23.89952,-106.92464,2016-03-11,291.06,833.0,251.81,528.0,0.0328,0.0125,0.267185,1.0,1.603164,0.01,0.003,0.006,0.0005,0.005
OCPNO4599-100917,OCPNO4599,EJIDO LA CRUZ,2506,RIO ELOTA,PACÍFICO NORTE,SINALOA,ELOTA,ACUÍFERO RIO ELOTA,SUBTERRÁNEO,POZO,23.89952,-106.92464,2017-09-29,278.8,932.0,267.124,524.0,0.025,0.0094,0.2728,10.0,2.10671,0.01,0.003,0.005,0.0005,0.005
OCPNO4599-150418,OCPNO4599,EJIDO LA CRUZ,2506,RIO ELOTA,PACÍFICO NORTE,SINALOA,ELOTA,ACUÍFERO RIO ELOTA,SUBTERRÁNEO,POZO,23.89952,-106.92464,2018-04-13,298.87,941.0,248.7936,528.0,0.03519,0.01381,0.2346,10.0,1.93239,0.01,0.003,0.005,0.0005,0.005
OCPNO4599-251118,OCPNO4599,EJIDO LA CRUZ,2506,RIO ELOTA,PACÍFICO NORTE,SINALOA,ELOTA,ACUÍFERO RIO ELOTA,SUBTERRÁNEO,POZO,23.89952,-106.92464,2018-11-20,289.87,1046.0,309.9205,620.0,0.03945,0.01715,0.2864,10.0,1.823675,0.01,0.003,0.005,0.0005,0.005
OCPNO4599-230619,OCPNO4599,EJIDO LA CRUZ,2506,RIO ELOTA,PACÍFICO NORTE,SINALOA,ELOTA,ACUÍFERO RIO ELOTA,SUBTERRÁNEO,POZO,23.89952,-106.92464,2019-06-19,280.34,1096.0,273.5826,560.0,0.025,0.0136,0.2611,10.0,1.888994,0.0106,0.003,0.005,0.0005,0.005
OCPNO4599-260720,OCPNO4599,EJIDO LA CRUZ,2506,RIO ELOTA,PACÍFICO NORTE,SINALOA,ELOTA,ACUÍFERO RIO ELOTA,SUBTERRÁNEO,POZO,23.89952,-106.92464,2020-07-24,299.75,966.0,314.661,618.4,0.0726,0.0163,0.3239,10.0,1.445161,0.01,0.003,0.005,0.0005,0.005
OCPNO4599B-190921,OCPNO4599,EJIDO LA CRUZ,2506,RIO ELOTA,PACÍFICO NORTE,SINALOA,ELOTA,ACUÍFERO RIO ELOTA,SUBTERRÁNEO,POZO,23.89952,-106.92464,2021-09-15,231.08,791.0,231.6984,438.6,0.025,0.0028,0.3608,31.0,5.826812,0.01,0.003,0.005,0.0005,0.005
OCPNO4606-120415,OCPNO4606,EJIDO DIMAS,2507,RIO PIAXTLA,PACÍFICO NORTE,SINALOA,SAN IGNACIO,ACUÍFERO RIO PIAXTLA,SUBTERRÁNEO,POZO,23.73324,-106.76889,2015-04-19,145.2,438.0,161.68,260.0,0.2013,0.2732,0.276847,1.0,0.035099,0.01,0.003,0.005,0.0005,0.005
OCPNO4606-130316,OCPNO4606,EJIDO DIMAS,2507,RIO PIAXTLA,PACÍFICO NORTE,SINALOA,SAN IGNACIO,ACUÍFERO RIO PIAXTLA,SUBTERRÁNEO,POZO,23.73324,-106.76889,2016-03-07,150.48,436.0,177.5,300.0,0.1984,0.5029,0.281049,1.0,0.02,0.01,0.003,0.005,0.0005,0.005
OCPNO4606-100917,OCPNO4606,EJIDO DIMAS,2507,RIO PIAXTLA,PACÍFICO NORTE,SINALOA,SAN IGNACIO,ACUÍFERO RIO PIAXTLA,SUBTERRÁNEO,POZO,23.73324,-106.76889,2017-09-29,129.15,372.0,135.6168,202.0,0.1868,0.3503,0.2808,20.0,0.10571,0.01,0.003,0.005,0.0005,0.005
OCPNO4606-220418,OCPNO4606,EJIDO DIMAS,2507,RIO PIAXTLA,PACÍFICO NORTE,SINALOA,SAN IGNACIO,ACUÍFERO RIO PIAXTLA,SUBTERRÁNEO,POZO,23.73324,-106.76889,2018-05-03,137.385,406.0,126.324,208.0,0.19851,0.44667,0.2924,10.0,0.02,0.01,0.003,0.005,0.0005,0.005
OCPNO4606-021218,OCPNO4606,EJIDO DIMAS,2507,RIO PIAXTLA,PACÍFICO NORTE,SINALOA,SAN IGNACIO,ACUÍFERO RIO PIAXTLA,SUBTERRÁNEO,POZO,23.73324,-106.76889,2018-11-21,134.07,342.0,120.5116,216.0,0.20031,0.37962,0.292,10.0,0.02,0.01,0.003,0.005,0.0005,0.005
OCPNO4606-111020,OCPNO4606,EJIDO DIMAS,2507,RIO PIAXTLA,PACÍFICO NORTE,SINALOA,SAN IGNACIO,ACUÍFERO RIO PIAXTLA,SUBTERRÁNEO,POZO,23.73324,-106.76889,2020-10-08,111.0,312.0,129.337,190.4,0.2155,0.4709,0.2788,10.0,0.02,0.01,0.003,0.005,0.0005,0.005
OCPNO4606-031021,OCPNO4606,EJIDO DIMAS,2507,RIO PIAXTLA,PACÍFICO NORTE,SINALOA,SAN IGNACIO,ACUÍFERO RIO PIAXTLA,SUBTERRÁNEO,POZO,23.73324,-106.76889,2021-10-01,114.57,410.0,157.5892,202.4,0.3375,0.4698,0.299,52.0,0.5904,0.01,0.003,0.005,0.0005,0.005
OCPNO4608-120415,OCPNO4608,PIAXTLA DE ABAJO,2507,RIO PIAXTLA,PACÍFICO NORTE,SINALOA,SAN IGNACIO,ACUÍFERO RIO PIAXTLA,SUBTERRÁNEO,POZO,23.83393,-106.65798,2015-04-19,114.4,283.0,122.8,216.0,0.025,0.0015,0.301415,1.0,0.927467,0.01,0.003,0.005,0.0005,0.005
OCPNO4608-130316,OCPNO4608,PIAXTLA DE ABAJO,2507,RIO PIAXTLA,PACÍFICO NORTE,SINALOA,SAN IGNACIO,ACUÍFERO RIO PIAXTLA,SUBTERRÁNEO,POZO,23.83393,-106.65798,2016-03-07,120.78,413.0,121.78,220.0,0.025,0.0015,0.30737,1.0,0.967854,0.01,0.003,0.005,0.0005,0.005
OCPNO4608-100917,OCPNO4608,PIAXTLA DE ABAJO,2507,RIO PIAXTLA,PACÍFICO NORTE,SINALOA,SAN IGNACIO,ACUÍFERO RIO PIAXTLA,SUBTERRÁNEO,POZO,23.83393,-106.65798,2017-09-29,108.65,297.0,104.7948,182.0,0.025,0.0015,0.2981,10.0,0.94,0.01,0.003,0.005,0.0005,0.005
OCPNO4608-220418,OCPNO4608,PIAXTLA DE ABAJO,2507,RIO PIAXTLA,PACÍFICO NORTE,SINALOA,SAN IGNACIO,ACUÍFERO RIO PIAXTLA,SUBTERRÁNEO,POZO,23.83393,-106.65798,2018-05-03,108.63,335.0,95.7,172.0,0.025,0.0015,0.2915,10.0,0.902948,0.01,0.003,0.005,0.0005,0.005
OCPNO4608-021218,OCPNO4608,PIAXTLA DE ABAJO,2507,RIO PIAXTLA,PACÍFICO NORTE,SINALOA,SAN IGNACIO,ACUÍFERO RIO PIAXTLA,SUBTERRÁNEO,POZO,23.83393,-106.65798,2018-11-21,113.36,267.0,92.8532,180.0,0.02556,0.0015,0.3537,10.0,0.746663,0.01,0.003,0.005,0.0005,0.005
OCPNO4608-111020,OCPNO4608,PIAXTLA DE ABAJO,2507,RIO PIAXTLA,PACÍFICO NORTE,SINALOA,SAN IGNACIO,ACUÍFERO RIO PIAXTLA,SUBTERRÁNEO,POZO,23.83393,-106.65798,2020-10-08,106.56,316.0,105.4594,190.6,0.025,0.0015,0.3711,134.0,2.533987,0.01,0.003,0.005,0.0005,0.005
OCPNO4612-120415,OCPNO4612,SAN IGNACIO,2507,RIO PIAXTLA,PACÍFICO NORTE,SINALOA,SAN IGNACIO,ACUÍFERO RIO PIAXTLA,SUBTERRÁNEO,POZO,23.94078,-106.41753,2015-04-19,107.8,248.0,94.14,180.0,0.1705,0.0021,0.516669,10.0,1.082239,0.01,0.003,0.005,0.0005,0.005
OCPNO4612-130316,OCPNO4612,SAN IGNACIO,2507,RIO PIAXTLA,PACÍFICO NORTE,SINALOA,SAN IGNACIO,ACUÍFERO RIO PIAXTLA,SUBTERRÁNEO,POZO,23.94078,-106.41753,2016-03-07,95.04,425.0,92.88,192.0,0.025,0.0015,0.474691,1.0,0.970535,0.01,0.003,0.005,0.0005,0.005
OCPNO4612-100917,OCPNO4612,SAN IGNACIO,2507,RIO PIAXTLA,PACÍFICO NORTE,SINALOA,SAN IGNACIO,ACUÍFERO RIO PIAXTLA,SUBTERRÁNEO,POZO,23.94078,-106.41753,2017-09-05,104.275,322.0,86.9288,180.0,0.025,0.0015,0.3645,10.0,1.44548,0.01,0.003,0.005,0.0005,0.005
OCPNO4612-220418,OCPNO4612,SAN IGNACIO,2507,RIO PIAXTLA,PACÍFICO NORTE,SINALOA,SAN IGNACIO,ACUÍFERO RIO PIAXTLA,SUBTERRÁNEO,POZO,23.94078,-106.41753,2018-05-03,90.525,338.0,80.388,156.0,0.025,0.0015,0.4184,10.0,0.625577,0.01,0.003,0.005,0.0005,0.005
OCPNO4612-021218,OCPNO4612,SAN IGNACIO,2507,RIO PIAXTLA,PACÍFICO NORTE,SINALOA,SAN IGNACIO,ACUÍFERO RIO PIAXTLA,SUBTERRÁNEO,POZO,23.94078,-106.41753,2018-11-21,100.28,266.0,79.024,178.0,0.03131,0.0015,0.4548,10.0,0.989565,0.01,0.003,0.005,0.0005,0.005
OCPNO4612-111020,OCPNO4612,SAN IGNACIO,2507,RIO PIAXTLA,PACÍFICO NORTE,SINALOA,SAN IGNACIO,ACUÍFERO RIO PIAXTLA,SUBTERRÁNEO,POZO,23.94078,-106.41753,2020-10-08,91.02,256.0,83.5716,164.0,0.025,0.0015,0.416,10.0,1.011458,0.01,0.003,0.005,0.0005,0.005
OCPNO4612-031021,OCPNO4612,SAN IGNACIO,2507,RIO PIAXTLA,PACÍFICO NORTE,SINALOA,SAN IGNACIO,ACUÍFERO RIO PIAXTLA,SUBTERRÁNEO,POZO,23.94078,-106.41753,2021-10-03,107.06,338.0,129.662,191.6,0.025,0.0015,0.4151,10.0,2.468382,0.01,0.003,0.005,0.0005,0.005
OCPNO4618-130316,OCPNO4618,POZO CNA 82,2509,RIO PRESIDIO,PACÍFICO NORTE,SINALOA,MAZATLÁN,ACUÍFERO RIO PRESIDIO,SUBTERRÁNEO,POZO,23.32884,-106.23798,2016-03-10,114.84,284.0,111.46,208.0,0.0754,0.0015,0.2,1.0,2.704098,0.01,0.003,0.0084,0.0005,0.005
OCPNO4618-100917,OCPNO4618,POZO CNA 82,2509,RIO PRESIDIO,PACÍFICO NORTE,SINALOA,MAZATLÁN,ACUÍFERO RIO PRESIDIO,SUBTERRÁNEO,POZO,23.32884,-106.23798,2017-09-28,95.325,256.0,76.0276,136.0,0.025,0.0015,0.2,10.0,1.14436,0.01,0.003,0.005,0.0005,0.005
OCPNO4618-150418,OCPNO4618,POZO CNA 82,2509,RIO PRESIDIO,PACÍFICO NORTE,SINALOA,MAZATLÁN,ACUÍFERO RIO PRESIDIO,SUBTERRÁNEO,POZO,23.32884,-106.23798,2018-04-10,107.635,258.0,64.0832,160.0,0.025,0.0015,0.2,10.0,1.987585,0.01,0.003,0.005,0.0005,0.005
OCPNO4618-021218,OCPNO4618,POZO CNA 82,2509,RIO PRESIDIO,PACÍFICO NORTE,SINALOA,MAZATLÁN,ACUÍFERO RIO PRESIDIO,SUBTERRÁNEO,POZO,23.32884,-106.23798,2018-11-22,100.28,224.0,86.9264,128.0,0.025,0.0015,0.3557,10.0,1.205275,0.01,0.003,0.005,0.0005,0.005
OCPNO4618-160619,OCPNO4618,POZO CNA 82,2509,RIO PRESIDIO,PACÍFICO NORTE,SINALOA,MAZATLÁN,ACUÍFERO RIO PRESIDIO,SUBTERRÁNEO,POZO,23.32884,-106.23798,2019-06-11,86.67,293.0,78.4549,140.0,0.025,0.0015,0.2,10.0,2.187573,0.01,0.003,0.005,0.0005,0.005
OCPNO4618-260720,OCPNO4618,POZO CNA 82,2509,RIO PRESIDIO,PACÍFICO NORTE,SINALOA,MAZATLÁN,ACUÍFERO RIO PRESIDIO,SUBTERRÁNEO,POZO,23.32884,-106.23798,2020-07-26,89.38,240.0,77.181,151.6,0.0678,0.0015,0.2155,432.0,2.098272,0.01,0.003,0.005,0.0005,0.005
OCPNO4618-031021,OCPNO4618,POZO CNA 82,2509,RIO PRESIDIO,PACÍFICO NORTE,SINALOA,MAZATLÁN,ACUÍFERO RIO PRESIDIO,SUBTERRÁNEO,POZO,23.32884,-106.23798,2021-09-30,79.395,230.0,69.818,148.2,0.025,0.0017,0.2,10.0,1.776428,0.01,0.003,0.005,0.0005,0.005
OCPNO4619-090214,OCPNO4619,WALAMO (CNA-013),2509,RIO PRESIDIO,PACÍFICO NORTE,SINALOA,MAZATLÁN,ACUÍFERO RIO PRESIDIO,SUBTERRÁNEO,POZO,23.14434,-106.24055,2014-02-04,102.0,235.0,179.0,212.0,0.8001,0.8467,0.31,110.0,0.02,0.0195,0.003,0.005,0.0005,0.005
OCPNO4619-120415,OCPNO4619,WALAMO (CNA-013),2509,RIO PRESIDIO,PACÍFICO NORTE,SINALOA,MAZATLÁN,ACUÍFERO RIO PRESIDIO,SUBTERRÁNEO,POZO,23.14434,-106.24055,2015-04-17,94.6,249.0,96.19,196.0,0.848,0.6177,0.285066,1.0,0.052503,0.01,0.003,0.005,0.0005,0.005
OCPNO4619-130316,OCPNO4619,WALAMO (CNA-013),2509,RIO PRESIDIO,PACÍFICO NORTE,SINALOA,MAZATLÁN,ACUÍFERO RIO PRESIDIO,SUBTERRÁNEO,POZO,23.14434,-106.24055,2016-03-10,114.84,246.0,90.82,192.0,0.9369,0.6195,0.280704,1.0,0.02,0.01,0.003,0.005,0.0005,0.005
OCPNO4619-100917,OCPNO4619,WALAMO (CNA-013),2509,RIO PRESIDIO,PACÍFICO NORTE,SINALOA,MAZATLÁN,ACUÍFERO RIO PRESIDIO,SUBTERRÁNEO,POZO,23.14434,-106.24055,2017-09-28,95.325,329.0,84.2468,172.0,0.8847,0.6237,0.2631,10.0,0.20904,0.0267,0.003,0.005,0.0005,0.005
OCPNO4619-220418,OCPNO4619,WALAMO (CNA-013),2509,RIO PRESIDIO,PACÍFICO NORTE,SINALOA,MAZATLÁN,ACUÍFERO RIO PRESIDIO,SUBTERRÁNEO,POZO,23.14434,-106.24055,2018-05-05,103.305,292.0,78.0,208.0,0.8856,0.609,0.2813,10.0,0.051228,0.0175,0.003,0.005,0.0005,0.005
OCPNO4619-251118,OCPNO4619,WALAMO (CNA-013),2509,RIO PRESIDIO,PACÍFICO NORTE,SINALOA,MAZATLÁN,ACUÍFERO RIO PRESIDIO,SUBTERRÁNEO,POZO,23.14434,-106.24055,2018-11-18,94.94,280.0,98.4606,196.0,1.0575,0.65343,0.3004,10.0,0.095962,0.02203,0.003,0.005,0.0005,0.005
OCPNO4619-160619,OCPNO4619,WALAMO (CNA-013),2509,RIO PRESIDIO,PACÍFICO NORTE,SINALOA,MAZATLÁN,ACUÍFERO RIO PRESIDIO,SUBTERRÁNEO,POZO,23.14434,-106.24055,2019-06-11,100.58,285.0,90.4633,192.0,1.108,0.7533,0.2919,10.0,0.02,0.0342,0.003,0.005,0.0005,0.005
OCPNO4619-260720,OCPNO4619,WALAMO (CNA-013),2509,RIO PRESIDIO,PACÍFICO NORTE,SINALOA,MAZATLÁN,ACUÍFERO RIO PRESIDIO,SUBTERRÁNEO,POZO,23.14434,-106.24055,2020-07-26,104.64,300.0,93.013,204.0,1.277,0.6948,0.2901,10.0,0.02,0.01,0.003,0.005,0.0005,0.005
OCPNO4619-031021,OCPNO4619,WALAMO (CNA-013),2509,RIO PRESIDIO,PACÍFICO NORTE,SINALOA,MAZATLÁN,ACUÍFERO RIO PRESIDIO,SUBTERRÁNEO,POZO,23.14434,-106.24055,2021-09-30,99.495,640.0,105.7244,204.8,1.326,0.9676,0.2566,10.0,0.02,0.0355,0.003,0.005,0.0005,0.005
OCPNO4621-120415,OCPNO4621,POZO VILLA UNIÓN,2509,RIO PRESIDIO,PACÍFICO NORTE,SINALOA,MAZATLÁN,ACUÍFERO RIO PRESIDIO,SUBTERRÁNEO,POZO,23.19806,-106.22059,2015-04-17,111.1,271.0,112.56,166.0,0.8609,1.059,0.2,1.0,0.050406,0.01,0.003,0.005,0.0005,0.005
OCPNO4621-130316,OCPNO4621,POZO VILLA UNIÓN,2509,RIO PRESIDIO,PACÍFICO NORTE,SINALOA,MAZATLÁN,ACUÍFERO RIO PRESIDIO,SUBTERRÁNEO,POZO,23.19806,-106.22059,2016-07-08,236.32,542.0,195.38,396.0,0.025,0.88683,0.4733,1.0,0.021993,0.01,0.003,0.005,0.0005,0.005
OCPNO4621-100917,OCPNO4621,POZO VILLA UNIÓN,2509,RIO PRESIDIO,PACÍFICO NORTE,SINALOA,MAZATLÁN,ACUÍFERO RIO PRESIDIO,SUBTERRÁNEO,POZO,23.19806,-106.22059,2017-10-23,153.92,518.0,200.802,356.0,0.5007,0.1022,0.2,10.0,0.52215,0.01,0.003,0.005,0.0005,0.005
OCPNO4621-150418,OCPNO4621,POZO VILLA UNIÓN,2509,RIO PRESIDIO,PACÍFICO NORTE,SINALOA,MAZATLÁN,ACUÍFERO RIO PRESIDIO,SUBTERRÁNEO,POZO,23.19806,-106.22059,2018-04-10,242.44,662.0,173.4016,380.0,0.1974,0.8875,0.4133,10.0,0.02,0.01,0.003,0.005,0.0005,0.005
OCPNO4621-021218,OCPNO4621,POZO VILLA UNIÓN,2509,RIO PRESIDIO,PACÍFICO NORTE,SINALOA,MAZATLÁN,ACUÍFERO RIO PRESIDIO,SUBTERRÁNEO,POZO,23.19806,-106.22059,2018-11-22,229.99,643.0,189.6576,364.0,0.2402,0.9113,0.2,10.0,0.02,0.01,0.003,0.015,0.0005,0.005
OCPNO4621-160619,OCPNO4621,POZO VILLA UNIÓN,2509,RIO PRESIDIO,PACÍFICO NORTE,SINALOA,MAZATLÁN,ACUÍFERO RIO PRESIDIO,SUBTERRÁNEO,POZO,23.19806,-106.22059,2019-06-11,211.86,648.0,184.1288,380.0,0.3764,1.041,0.5214,41.0,0.02,0.01,0.003,0.005,0.0005,0.005
OCPNO4621-260720,OCPNO4621,POZO VILLA UNIÓN,2509,RIO PRESIDIO,PACÍFICO NORTE,SINALOA,MAZATLÁN,ACUÍFERO RIO PRESIDIO,SUBTERRÁNEO,POZO,23.19806,-106.22059,2020-07-26,219.09,605.0,164.257,338.0,0.2598,0.8637,0.5413,10.0,0.022059,0.01,0.003,0.005,0.0005,0.005
OCPNO4621-031021,OCPNO4621,POZO VILLA UNIÓN,2509,RIO PRESIDIO,PACÍFICO NORTE,SINALOA,MAZATLÁN,ACUÍFERO RIO PRESIDIO,SUBTERRÁNEO,POZO,23.19806,-106.22059,2021-09-30,211.05,662.0,157.5892,350.2,0.1107,1.007,0.4988,10.0,0.046396,0.0122,0.003,0.005,0.0005,0.005
OCPNO4625-120415,OCPNO4625,POZO CNA 03,2509,RIO PRESIDIO,PACÍFICO NORTE,SINALOA,MAZATLÁN,ACUÍFERO RIO PRESIDIO,SUBTERRÁNEO,POZO,23.12525,-106.2584,2015-04-17,205.7,654.9,182.15,390.7,2.037,1.954,0.416349,1.0,0.047583,0.0517,0.003,0.005,0.0005,0.005
OCPNO4625-130316,OCPNO4625,POZO CNA 03,2509,RIO PRESIDIO,PACÍFICO NORTE,SINALOA,MAZATLÁN,ACUÍFERO RIO PRESIDIO,SUBTERRÁNEO,POZO,23.12525,-106.2584,2016-03-10,239.58,659.0,181.63,430.0,2.257,2.015,0.388288,1.0,0.02,0.0504,0.003,0.0065,0.0005,0.005
